word,frequency
political,427
Egyptian,403
military,291
other,271
public,255
such,246
new,236
many,208
human,200
last,183
social,175
economic,171
first,170
civil,154
foreign,142
former,126
current,124
legal,123
independent,116
same,116
international,110
several,104
national,102
local,101
not,98
sexual,96
presidential,93
general,92
judicial,84
few,81
recent,80
religious,77
parliamentary,71
due,70
old,69
different,68
financial,67
private,66
main,65
clear,64
real,64
female,63
constitutional,62
small,61
official,61
own,58
young,58
second,57
next,56
past,56
able,55
poor,55
electoral,53
large,53
strong,53
much,53
criminal,53
responsible,52
democratic,52
Many,51
major,51
medical,51
weekly,50
important,49
free,46
difficult,46
only,45
long,45
also,44
high,44
little,43
domestic,42
popular,40
possible,40
similar,40
executive,39
environmental,39
administrative,38
previous,37
ongoing,36
likely,36
revolutionary,35
good,35
low,35
informal,34
minimum,34
illegal,33
forensic,33
industrial,32
violent,32
transitional,31
senior,31
natural,31
necessary,31
certain,30
various,30
late,30
dead,30
early,30
nuclear,30
potential,30
significant,29
peaceful,29
fair,29
civilian,29
legislative,29
final,29
available,28
serious,28
controversial,27
agricultural,27
prime,27
whole,27
further,26
broad,26
sectarian,26
positive,26
chief,25
fiscal,25
urban,25
open,25
big,25
limited,25
common,25
unclear,25
great,24
basic,24
enough,24
widespread,24
bad,24
hard,24
prominent,23
global,23
particular,23
full,23
active,23
interior,23
single,23
secular,22
authoritarian,22
monthly,21
Other,21
American,21
personal,21
corrupt,21
feminist,21
weak,20
cultural,20
specific,20
bearded,20
state-owned,19
Human,19
numerous,19
top,19
total,19
nationwide,19
Last,19
proper,19
massive,18
special,18
rural,18
angry,18
Several,18
impossible,18
initial,18
daily,18
nearby,17
conservative,17
third,17
primary,17
central,17
negative,17
simple,17
deep,17
even,17
dangerous,17
safe,17
comprehensive,17
direct,17
short,17
huge,16
unlikely,16
immediate,16
unable,16
severe,16
regional,16
internal,16
Current,16
right,16
transparent,16
sensitive,16
accountable,16
technical,16
striking,16
upcoming,16
joint,15
sure,15
unprecedented,15
complete,15
Presidential,15
physical,15
just,15
present,15
academic,15
liberal,15
willing,15
subsidized,15
state-run,15
key,15
excessive,15
al-Adly,14
legitimate,14
unknown,14
arbitrary,14
false,14
individual,14
online,14
collective,14
fact-finding,14
wrong,14
interim,14
entire,14
coming,13
post-Mubarak,13
male,13
strategic,13
al-Ganzouri,13
overall,13
critical,13
temporary,13
governmental,13
maximum,13
professional,13
start,13
apparent,13
intellectual,13
then,13
modern,13
socio-economic,12
slow,12
easy,12
unified,12
state-controlled,12
leading,12
expensive,12
true,12
pornographic,12
ready,12
average,12
systematic,12
genuine,12
crucial,12
Political,12
sufficient,11
annual,11
exceptional,11
black,11
very,11
growing,11
red,11
Israeli,11
separate,11
educational,11
successful,11
heavy,11
skeptical,11
back,10
original,10
extreme,10
long-term,10
exact,10
organizational,10
18-day,10
afraid,10
grand,10
normal,10
worth,10
al-Sheikh,10
essential,10
Security,10
strict,10
diplomatic,10
alarming,10
impoverished,10
call,10
appropriate,10
mobile,10
sustainable,10
societal,10
commercial,9
French,9
Rights,9
neoliberal,9
net,9
random,9
preferred,9
vague,9
automatic,9
damaging,9
dire,9
sole,9
vulnerable,9
secret,9
vital,9
full-time,9
unconstitutional,9
Such,9
permanent,9
traditional,9
famous,9
guilty,9
armored,9
marital,9
wide,9
punishable,9
British,9
residential,9
familiar,8
sick,8
European,8
oppressive,8
silent,8
obvious,8
contentious,8
ill,8
extra,8
psychological,8
symbolic,8
regulatory,8
actual,8
additional,8
atheist,8
routine,8
radical,8
still,8
interested,8
harmful,8
unpaid,8
happy,8
disturbing,8
constant,8
now,8
socioeconomic,8
pro-democracy,8
rich,8
influential,8
solid,8
effective,8
Western,8
so-called,8
Local,8
restrictive,8
upper,8
detrimental,8
disciplinary,7
partial,7
anti-corruption,7
dark,7
progressive,7
unidentified,7
penal,7
empty,7
clean,7
bureaucratic,7
problematic,7
immune,7
invalid,7
gradual,7
reluctant,7
often,7
efficient,7
gross,7
investigative,7
innocent,7
anonymous,7
extensive,7
quick,7
el-Beheiry,7
flawed,6
preliminary,6
extremist,6
well-known,6
Independent,6
contrary,6
minor,6
structural,6
enormous,6
powerful,6
promising,6
costly,6
mention,6
staunch,6
fresh,6
reliable,6
fossil,6
historic,6
unlawful,6
insulting,6
practical,6
swift,6
vocal,6
adequate,6
vast,6
down,6
blame,6
post-revolution,6
fundamental,6
cheap,6
notorious,6
rare,6
uncertain,6
harsh,6
hydraulic,6
moderate,6
insufficient,6
elusive,6
multinational,6
30-year,6
inclusive,6
narrow,6
suspicious,6
naked,6
stable,6
middle-class,6
universal,6
expansive,6
formal,6
decent,6
unfair,6
unemployed,6
talk,6
high-profile,6
30-year-old,5
unacceptable,5
adjacent,5
Senior,5
neutral,5
considerable,5
al-Aini,5
white,5
rampant,5
ordinary,5
relative,5
al-Gizawy,5
verbal,5
urgent,5
concrete,5
al-Sayed,5
multiple,5
developmental,5
frequent,5
alive,5
electronic,5
meaningful,5
terrorist,5
deadly,5
deliberate,5
ineligible,5
elderly,5
literary,5
chaotic,5
juvenile,5
punitive,5
