word,frequency
political,74
Egyptian,56
public,40
other,39
military,37
independent,32
new,31
human,29
civil,28
legal,25
first,23
many,23
such,21
economic,21
last,19
general,19
judicial,18
current,17
criminal,15
bearded,15
social,15
international,14
several,14
financial,14
former,13
local,13
own,12
recent,12
real,12
strong,12
female,11
foreign,11
presidential,11
executive,10
minimum,10
same,10
important,9
sexual,9
legislative,9
constitutional,9
second,9
weekly,9
not,9
electoral,8
national,8
responsible,8
also,8
due,8
young,8
different,8
clear,8
domestic,7
religious,7
large,7
able,7
similar,7
joint,7
industrial,7
only,7
necessary,7
possible,6
enough,6
much,6
few,6
violent,6
certain,6
various,6
interior,6
parliamentary,6
basic,5
free,5
apparent,5
disciplinary,5
medical,5
old,5
transitional,5
fair,5
special,5
collective,5
limited,5
civilian,5
proper,5
next,5
personal,5
final,5
past,5
administrative,5
arbitrary,5
poor,4
good,4
angry,4
Senior,4
penal,4
unconstitutional,4
broad,4
likely,4
available,4
unified,4
private,4
single,4
democratic,4
ready,4
official,4
striking,4
state-controlled,4
illegal,4
maximum,4
potential,4
immediate,4
high,4
entire,4
popular,3
al-Ganzouri,3
huge,3
monthly,3
widespread,3
right,3
prominent,3
liberal,3
feminist,3
Several,3
active,3
usually,3
back,3
unable,3
positive,3
low,3
original,3
main,3
specific,3
punishable,3
chief,3
gender-sensitive,3
contentious,3
Many,3
long-term,3
notable,3
al-Lewa,3
exact,3
sufficient,3
difficult,3
juvenile,3
senior,3
blame,3
numerous,3
whole,3
al-Boraie,3
present,3
skeptical,3
previous,3
transparent,3
unprecedented,3
long,3
total,3
nationwide,3
unclear,3
two-day,3
simple,3
Labor,3
routine,2
visual,2
logistical,2
urgent,2
disturbing,2
further,2
efficient,2
crucial,2
Next,2
drastic,2
one-month,2
al-Adly,2
online,2
moderate,2
sectarian,2
selective,2
daily,2
governmental,2
always,2
open,2
historical,2
Other,2
controversial,2
big,2
wealthy,2
environmental,2
major,2
automatic,2
Government,2
never,2
tough,2
immune,2
Ramadan,2
Human,2
negative,2
beautiful,2
developmental,2
el-Mahalla,2
small,2
al-Ansary,2
parallel,2
deep,2
superficial,2
narrow,2
unlawful,2
conducive,2
al-Gebaly,2
easy,2
extremist,2
early,2
intellectual,2
contemporary,2
unpaid,2
critical,2
inactive,2
excessive,2
empty,2
overall,2
post-revolution,2
severe,2
revolutionary,2
bad,2
gradual,2
el-Mougi,2
working,2
al-Adli,2
short,2
prime,2
false,2
central,2
ill,2
harmful,2
al-Sadat,2
dead,2
temporary,2
global,2
Legal,2
postal,2
impoverished,2
state-run,2
surprising,2
Local,2
Current,2
mutual,2
additional,2
anus,2
Last,2
fiscal,2
red,2
then,2
tactical,2
abiding,2
initial,2
upcoming,2
upper,2
Israeli,2
powerful,2
prevalent,2
great,2
psychological,2
safe,2
al-Aini,2
agricultural,2
particular,2
preferred,2
al-Sheikh,2
black,2
hard,2
Male,1
probably,1
unsafe,1
counter-revolutionary,1
hired,1
Non-governmental,1
significant,1
sarcastic,1
humiliating,1
unknown,1
el-Kady,1
actually,1
nonprofit,1
malicious,1
al-Sayed,1
randomly,1
rare,1
definitely,1
complete,1
Fellow,1
purported,1
non-neutral,1
vague,1
homeless,1
government-owned,1
imminent,1
serious,1
manifest,1
Sufi,1
common,1
rocky,1
plausible,1
wicked,1
remote,1
al-Zayyat,1
self-funded,1
Small,1
familiar,1
verbal,1
before--to,1
welcome,1
intense,1
aborted,1
rich,1
secular,1
sole,1
French,1
yellow,1
anti-Violence,1
obvious,1
five-year,1
anti-corruption,1
adjacent,1
farfetched,1
divisive,1
penetrating,1
tear,1
still,1
vulnerable,1
thriving,1
pre-meditated,1
applicable,1
al-Qadi,1
public-private,1
Transitional,1
reinstate,1
impressionable,1
staunch,1
permanent,1
unanimous,1
al-Bahey,1
obligatory,1
often,1
terrorist,1
unqualified,1
unrepresentative,1
scathing,1
three-year,1
well-formed,1
cynical,1
patriarchal,1
effectively,1
bright,1
missing,1
unsettled,1
blatant,1
raise,1
reliable,1
risky,1
well-connected,1
consolidated,1
unrealistic,1
20th,1
ministry-conducted,1
Former,1
al-Islamiya,1
unemployed,1
inevitable,1
rightful,1
al-Essawy,1
marital,1
nearby,1
opportunistic,1
dangerous,1
away,1
pivotal,1
sympathethic,1
elusive,1
help,1
preliminary,1
el-Azayem,1
murky,1
deliberate,1
scientific,1
Ruling,1
colonial,1
live,1
internal,1
everyday,1
worldly,1
facial,1
down,1
relevant,1
Kuwaiti,1
bloody,1
increasingly,1
substantial,1
usual,1
unsurprised,1
14-year-old,1
third,1
militaristic,1
abbreviated,1
painful,1
reasonable,1
scarce,1
loose,1
state-backed,1
narcotic,1
high-profile,1
Rights,1
Religious,1
yearly,1
al-Maadi,1
repressive,1
sympathetic,1
idelogical,1
rampant,1
al-Azhary,1
wholesale,1
Personal,1
consistent,1
re-housed,1
theoretically,1
historic,1
professional,1
little,1
oppressive,1
confident,1
nonpolitical,1
al-Oql,1
11-day,1
premeditated,1
aggressively,1
unlikely,1
unrelenting,1
foul,1
timely,1
peaceful,1
ramshackle,1
lower-income,1
institutionally,1
passive,1
single-winner,1
naked,1
12th,1
instrumental,1
non-governmental,1
launch,1
acting,1
cautious,1
tribal,1
al-Agaty,1
multiple,1
sector-based,1
male,1
ministerial,1
close,1
sharp,1
well-known,1
court-ordered,1
inconsistent,1
centralized,1
gross,1
lazy,1
al-Gerzawy,1
24-clause,1
al-Fakharany,1
Not,1
Now,1
hysterical,1
widely-read,1
spiked,1
snap,1
true,1
polluted,1
especially,1
ordinary,1
sensitive,1
chaotic,1
annual,1
Various,1
high-risk,1
permissible,1
Parliamentary,1
cross-cultural,1
symbolic,1
el-Naggar,1
late,1
residential,1
Restrictive,1
just,1
double,1
underground,1
rising,1
dramatic,1
el-Mougy,1
damaging,1
punitive,1
purposely,1
deliberately,1
groundless,1
impossible,1
ridiculous,1
file,1
creative,1
inexpensive,1
brown,1
election-related,1
rational,1
unjust,1
inquiring,1
well-off,1
civic,1
leftist,1
flush,1
respectable,1
59-year-old,1
engrossing,1
impending,1
Such,1
impractical,1
coherent,1
al-Zend,1
stable,1
hear-covering,1
al-Kikhia,1
security-based,1
non-politicized,1
Independent,1
significantly,1
ambiguous,1
al-Salam,1
strategic,1
el-Hekaya,1
societal,1
universal,1
forensic,1
ongoing,1
key,1
solid,1
emerging,1
wide,1
alarming,1
permit,1
effective,1
ugly,1
unchanged,1
expensive,1
Political,1
report--the,1
sure,1
Contrary,1
socioeconomic,1
reluctant,1
forceful,1
complementary,1
eventual,1
exceptional,1
minor,1
undemocratic,1
interventionist,1
oft-mentioned,1
famous,1
civilized,1
inaccurate,1
underprivileged,1
authoritarian,1
al-Sawy,1
speculate,1
pre-election,1
Interior,1
worth,1
sick,1
prior,1
one-year,1
remarkable,1
consultative,1
heavenly,1
legally,1
appealable,1
actual,1
mandatory,1
armored,1
unhindered,1
al-Qubba,1
naive,1
el-Garzawy,1
now-unionized,1
Early,1
anti-government,1
counter-strategy,1
natural,1
infidel,1
al-Demerdash,1
namely,1
Security,1
corrupt,1
leading,1
random,1
pro-government,1
el-Heyaka,1
American,1
Palestinian,1
neighboring,1
female-driven,1
escape,1
three-month,1
procedural,1
healthy,1
24-year-old,1
pursuable,1
massive,1
average,1
defenseless,1
hence,1
again,1
even,1
not-so-subtle,1
incomprehensible,1
Female,1
considerable,1
conditional,1
anti-Brotherhood,1
separate,1
Amin,1
complimentary,1
genuine,1
case-by-case,1
al-Banna,1
mid-2012,1
compatible,1
medic,1
unspecialized,1
mainly,1
dynamic,1
beneficial,1
technical,1
25-year-old,1
unfair,1
root-cause,1
ideal,1
unduly,1
al-Dawla,1
Islamic,1
external,1
unjustified,1
fresh,1
modern,1
liquid,1
instinctive,1
non-organized,1
subjective,1
incredible,1
two-month,1
emotional,1
detrimental,1
talk,1
restrictive,1
appropriate,1
impromptu,1
junior,1
thus,1
alive,1
non-govermental,1
questionable,1
top,1
19th,1
recognizable,1
PTA,1
accountable,1
untargeted,1
direct,1
